"Date","daily_AirTemp_C","daily_RH_percent","daily_Rain_Total_mm","daily_WindSpeed_Average_m_s","daily_WindDir_degrees","daily_ShortwaveRadiationDown_Average_W_m2","daily_InfraredRadiationDown_Average_W_m2","daily_PAR_Average_umol_s_m2"
2016-03-25,15.9155971111111,64.3155416666667,0.508,3.56295694444444,195.348304861111,12.4011388888889,396.094703451951,393.718521617852
2016-03-26,9.66433611111111,70.2652708333333,0,1.8721875,195.864652777778,9.60895347222222,362.895550782109,294.467868108863
2016-03-27,11.5953333333333,83.8692847222222,3.302,1.38247986111111,203.340366666667,3.86008125,372.78020806315,144.798754166667
2016-03-28,13.0277519777778,61.3735,3.302,2.57316041666667,150.678077777778,16.4076333333333,380.551539074829,515.070392334495
2016-03-29,10.5421166666667,46.7912916666667,0,3.78809305555556,211.355811111111,16.5877277777778,367.534154154435,516.561426974144
2016-03-30,12.3240653555556,43.4504166666667,0,2.24520833333333,196.57096875,16.3627979166667,377.163426411913,508.879718967922
2016-03-31,16.0879774055556,77.1862986111111,0,3.29224861111111,188.925277777778,2.01645833333333,396.983019441985,80.7960486111111
2016-04-01,18.7914248166667,73.693375,9.906,1.83892361111111,174.582958333333,8.28998055555556,412.131779006594,374.516726198749
2016-04-02,13.3957444444444,42.4569652777778,0.254,3.21261319444444,131.027479861111,14.9630430555556,382.481858953125,432.080048117155
2016-04-03,7.13343952777778,39.3139027777778,0,2.45147361111111,180.416819444444,17.5090819444444,350.567725372522,539.26255843247
2016-04-04,14.8425531455556,46.7488958333333,0,2.54932708333333,157.988952083333,12.8583909722222,391.195969761835,477.188525506639
2016-04-05,4.64625694444444,44.0936458333333,0,3.15986180555556,197.957811805556,18.3280048611111,337.876523786499,547.506028571429
2016-04-06,7.04253819444444,38.1002291666667,0,3.39358125,185.781326388889,15.0005430555556,350.120456620678,478.310406685237
2016-04-07,10.7593117222222,62.8459166666667,3.81,2.84669027777778,133.678077777778,11.1830888888889,368.630923296413,324.546629784273
2016-04-08,6.89475,46.9203680555556,0,2.60359097222222,120.724084722222,10.3247083333333,348.868622077562,392.136546527778
2016-04-09,1.78586944444444,54.5503194444444,0.254,3.11493819444444,128.560259722222,12.5897243055556,324.018874396088,359.1665027894
2016-04-10,5.46345138888889,45.2329027777778,0,1.96672638888889,171.782277083333,16.0760416666667,342.639958681124,532.939676675978
2016-04-11,15.0947640777778,54.6473194444444,0,3.17050972222222,189.518707638889,14.6003194444444,392.204073663147,509.946279166667
2016-04-12,15.500125,53.0335138888889,0,3.11000277777778,197.642503472222,14.6190395833333,393.766009270054,438.016134588563
2016-04-13,9.90368039333333,45.4726319444444,0,1.56953472222222,191.883404861111,18.2371291666667,364.374687972662,567.976800139762
2016-04-14,11.2509452944444,52.2474444444444,0,1.54450069444444,190.093209027778,18.3428618055556,371.460550240017,573.309570230608
2016-04-15,11.2787145833333,45.7731875,0,1.53891805555556,176.029215972222,17.1332527777778,371.653034743765,553.159438768369
2016-04-16,11.8061550655556,42.3458819444444,0,1.81680416666667,216.842699305556,18.2609826388889,374.702953545004,582.646467832168
2016-04-17,15.0518720733333,49.1702986111111,0,1.81326944444444,232.904238194444,17.3693784722222,392.388118067381,580.184527272727
2016-04-18,19.0911897444444,39.8266805555556,0,2.54637361111111,257.512322916667,16.1481131944444,414.88342329934,581.580848569435
2016-04-19,20.5780522277778,37.9564583333333,0,2.75426736111111,274.058145138889,15.17905,423.001239593359,540.915316376307
2016-04-20,16.3200905166667,36.9402847222222,0,1.632775,178.078243055556,18.0754972222222,398.254610001586,579.251020251397
2016-04-21,17.4580069444444,56.4594722222222,0,2.68072916666667,197.00594375,13.5173770833333,404.857680326513,469.790263194444
2016-04-22,15.1580416666667,87.2231875,19.558,1.14097013888889,191.065645138889,5.32574027777778,391.783197668619,145.862899305556
2016-04-23,15.6764722222222,64.9562708333333,0,4.28823125,215.111123611111,12.3436555555556,394.806032013813,392.668714285714
2016-04-24,15.0333528166667,60.1906597222222,0,2.25964930555556,214.890825694444,17.9728173611111,391.701871511572,598.955722494744
2016-04-25,19.7397097944444,57.6595208333333,0,1.54604652777778,212.421729166667,15.0572729166667,418.449418412988,563.286667368421
2016-04-26,22.1836485,55.0351736111111,1.524,2.09185347222222,179.881375694444,13.057975,431.861751692764,500.868978991597
2016-04-27,19.5727222222222,80.52325,2.032,1.71030833333333,176.26579375,9.48007361111111,416.55758336448,377.644971527778
2016-04-28,17.2132769,94.4325763888889,5.334,1.74787916666667,210.416745833333,12.9547215277778,403.242833257919,432.794389937107
2016-04-29,18.0599166666667,79.6019722222222,0.254,1.44848333333333,183.721036805556,16.9809548611111,408.360152100757,595.990685794262
2016-04-30,12.0566597222222,99.1913194444444,5.08,1.40476944444444,217.641816666667,4.12379027777778,375.1824845419,89.0841416666667
2016-05-01,16.4766718055556,91.2580555555556,24.13,1.88794027777778,203.966777083333,13.8725583333333,399.578688453507,419.560512909979
2016-05-02,19.9086363722222,83.2312361111111,13.462,1.73417569444444,181.160595833333,11.4867618055556,418.783259117163,512.597735888502
2016-05-03,18.49357355,76.2112430555556,1.524,2.04117152777778,150.590686805556,13.3558458333333,410.422489144499,453.27319395643
2016-05-04,14.9580277777778,61.2263194444444,0,1.93980625,170.705658333333,14.9927625,390.790704346396,485.460207308503
2016-05-05,9.25307430555556,89.75,24.638,3.27456736111111,216.6002125,5.73829930555556,360.671820461243,114.207792044662
2016-05-06,12.5956944444444,70.4467708333333,1.27,2.32995416666667,211.342494444444,11.0070840277778,378.209962041062,327.902027291812
2016-05-07,17.0611798555556,59.5994513888889,0,1.7298125,179.204703472222,13.1416618055556,402.961030995631,549.002295983087
2016-05-08,19.0505020555556,55.9376458333333,0,2.35648333333333,140.078859027778,12.6792652777778,413.49299187836,460.142401974612
2016-05-09,17.5987777777778,71.5203888888889,0,1.51828611111111,225.049534027778,10.0614944444444,405.590583364922,369.079512640449
2016-05-10,17.2101736111111,91.7456180555556,2.286,1.29091527777778,203.135397222222,9.98861736111111,403.101328311752,330.136954225352
2016-05-11,17.9292569444444,92.5580763888889,5.08,1.42555277777778,208.568340972222,11.0675541666667,407.196344293464,451.160724064926
2016-05-12,19.03375,93.9525138888889,1.016,1.22319305555556,193.847763888889,9.87629861111111,413.339929438914,361.249260350877
2016-05-13,18.5885208333333,68.8601875,0.254,1.99789791666667,179.114784722222,16.4062368055556,410.924863216582,517.000903818953
2016-05-14,15.1110486111111,66.2357986111111,0.254,2.46481597222222,159.537085416667,12.8033006944444,391.892501077515,441.590015625
2016-05-15,10.6536048611111,44.0936666666667,0,2.84133888888889,158.344792361111,19.7857305555556,368.037678334258,651.393072494669
2016-05-16,11.5913291666667,50.8156736111111,0,1.95511597222222,210.566739583333,14.2168465277778,372.937137107575,495.41719135365
2016-05-17,12.8536458333333,88.8082638888889,0.254,1.25777013888889,216.865443055556,6.50078194444444,379.446839609853,199.339659233449
2016-05-18,11.5942638888889,95.1109722222222,0,1.00505138888889,207.657792361111,5.67774305555556,372.762190357447,128.658754040759
2016-05-19,13.3466666666667,91.4871666666667,0,0.928360416666667,203.101010416667,8.65236111111111,382.121192025895,261.451481192335
2016-05-20,14.0738194444444,85.2359722222222,0,1.38997708333333,222.962830555556,6.52521319444444,386.162820752659,262.302513055752
2016-05-21,16.3898125,92.6322569444444,0.254,1.16625972222222,220.184488888889,10.6033375,398.697395187517,348.155343904158
2016-05-22,15.1726458333333,79.0221388888889,0.254,2.61371805555556,210.409015277778,12.3320979166667,392.078079509578,436.986595170455
2016-05-23,14.9161576777778,78.1790138888889,0.254,3.02611458333333,266.866403472222,14.3531576388889,390.726675798052,480.007283380682
2016-05-24,18.9103507444444,67.0525833333333,0.254,3.06843472222222,221.380010416667,16.4673291666667,413.344915665407,644.555460328806
2016-05-25,21.1653916666667,65.4495138888889,0,1.55826111111111,220.722919444444,14.9189430555556,426.33276258662,642.060427655025
2016-05-26,21.2436404388889,84.4443958333333,0.254,1.66482430555556,236.785122222222,11.3882375,426.198318116266,420.247978647687
2016-05-27,23.4448651833333,79.2131319444444,0,1.21197083333333,194.485976388889,12.6651173611111,439.187093711648,558.466004978663
2016-05-28,23.0657280944444,74.2518958333333,0,1.32877361111111,205.025601388889,16.5825944444444,437.056497412953,636.428545389564
2016-05-29,18.6977499944444,86.9732986111111,0,1.84793055555556,260.748386111111,6.33433333333333,411.476464510502,191.664189170183
2016-05-30,21.5232207888889,82.7882222222222,0,1.71649027777778,219.472193055556,15.0174069444444,428.120445362516,617.930005714286
2016-05-31,22.8888416555556,81.0922916666667,0,1.55167291666667,223.550972916667,15.3023145833333,435.895448371037,544.027664760543
2016-06-01,23.5816070277778,76.3828333333333,0,1.30697569444444,199.786313194444,15.3351333333333,440.089600560525,623.76750964975
2016-06-02,22.6369902444444,88.9336597222222,0,1.16764861111111,187.2033875,11.3521784722222,434.328038649164,492.38129957204
2016-06-03,22.6795969666667,86.3419027777778,0,1.78257013888889,199.180834027778,10.4287902777778,434.476371498195,478.691104211278
2016-06-04,23.3259596888889,86.3828958333333,0,1.44729861111111,205.688839583333,12.9748465277778,438.39771253893,553.315211906449
2016-06-05,23.0419249111111,85.6724097222222,0,1.29747361111111,148.732995833333,8.10341736111111,436.563246566944,303.191574573864
2016-06-06,23.2018860777778,76.127375,0,1.53407222222222,125.842978472222,10.8266020833333,437.635634470845,498.003084953204
2016-06-07,22.9652951333333,59.6770069444444,0,2.06893194444444,129.91421875,14.76118125,436.304667003096,578.317375089993
2016-06-08,18.8956672666667,48.1784305555556,0,2.02176111111111,167.772920138889,20.1594006944444,412.654834432226,675.82009287257
2016-06-09,19.7828165333333,53.6716805555556,0,2.39981458333333,187.991638888889,19.0247847222222,418.236941664865,697.181552120776
2016-06-10,22.5345385833333,60.6797013888889,0,1.54786875,221.752990277778,15.4113930555556,433.977983123437,660.623452261307
2016-06-11,25.90147735,55.8994722222222,0,1.99234861111111,144.339865972222,15.9592673611111,454.099313424986,663.949768898488
2016-06-12,26.6139535888889,55.0089791666667,0,2.54180555555556,149.2927875,13.2459125,458.020994019849,561.386325915291
2016-06-13,22.4921298388889,37.2979166666667,0,3.05892708333333,207.172368055556,18.7790284722222,433.58307760731,698.379701083033
2016-06-14,23.8374635722222,54.3273194444444,0,1.66822361111111,164.5237125,16.9353423611111,441.65717765762,675.050241007194
2016-06-15,23.0062850944444,82.1156875,1.016,1.17552013888889,179.126611805556,12.4544986111111,436.527753646138,441.022421617752
2016-06-16,25.0359770111111,79.1630416666667,0.508,2.36044930555556,184.148004166667,16.4621791666667,448.661092275442,677.405447311828
2016-06-17,20.5224997333333,87.6957638888889,0.254,2.04305972222222,202.282820138889,11.5328076388889,421.945626342692,374.83452703677
2016-06-18,20.4614681444444,69.3033263888889,0,1.48435902777778,196.070338888889,19.3997604166667,422.258365417006,686.223597833935
2016-06-19,20.1653937166667,64.6780972222222,0,1.51175694444444,220.766588194444,18.61273125,420.625334862723,695.324304127444
2016-06-20,22.4897647222222,65.5374930555556,0,1.76962777777778,184.412610416667,16.6269291666667,433.988348630426,680.978855082913
2016-06-21,24.5438448611111,75.0868680555556,0,2.26592152777778,96.3759333333333,6.36508541666667,445.375970081146,269.823297841727
2016-06-22,22.7412531666667,83.3407569444445,0,1.50264027777778,167.492134722222,8.28583611111111,434.773756481324,283.868704823614
2016-06-23,21.2168108666667,91.5716388888889,0,2.11116527777778,203.009580555556,4.52276388888889,425.796027374834,138.581105555556
2016-06-24,22.4239891833333,90.4603680555555,0,1.48885833333333,174.936539583333,10.4216458333333,432.935382476438,332.185318214543
2016-06-25,22.1971864111111,88.1909583333333,0,1.59437013888889,237.093709722222,12.6923590277778,431.669878088292,392.189062906725
2016-06-26,22.8507778055556,81.8287986111111,0,1.16589236111111,190.745779861111,17.0137930555556,435.538031716067,572.884296616271
2016-06-27,23.14416785,88.0651041666667,0,1.26834583333333,190.6616,9.57388055555556,437.442169246569,477.790870396601
2016-06-28,23.5570605722222,85.4478402777778,0,1.80263819444444,207.630956944444,14.19491875,439.70704624407,477.691704823614
2016-06-29,22.7303757777778,73.1798194444444,0,2.15858402777778,247.139233333333,16.2955847222222,435.032321952041,620.261357194505
2016-06-30,20.9623200166667,78.8849652777778,0,1.26626597222222,220.779700694444,15.9361513888889,424.45130471413,503.473474405191
2016-07-01,23.9756926777778,76.9704375,0,1.42908958333333,197.961427777778,14.8995090277778,442.366944972315,593.887519855596
2016-07-02,22.9736013166667,83.7597222222222,0,1.42642222222222,221.37980625,12.0495694444444,436.323425237302,487.506
2016-07-03,20.0618763333333,95.9044444444445,0,1.46103402777778,222.523600694444,5.15202708333333,419.127334123036,162.575909155429
2016-07-04,20.7575216888889,99.601875,0,1.38684722222222,200.386357638889,4.32643611111111,423.160953908925,122.588281027104
2016-07-05,24.7793008,85.2153055555556,0,2.13857013888889,153.297451388889,12.2428826388889,446.965497348334,473.953437095615
2016-07-06,25.2027782,82.5977638888889,0,1.82262916666667,150.097163888889,12.6950416666667,449.422454370357,484.578147164393
2016-07-07,24.1374708611111,78.0113333333333,5.08,2.36489722222222,131.634474305556,9.76475486111111,442.931124414689,388.121946043165
2016-07-08,23.7549109,79.7083819444444,10.922,2.76132222222222,106.445216666667,9.6710875,440.92495729178,382.572368120086
2016-07-09,24.59918075,68.1514375,0,1.89520972222222,125.484779166667,16.8944090277778,446.028889183003,619.158129842181
2016-07-10,23.3814596388889,71.4255972222222,0,1.90470833333333,227.995355555556,16.9947597222222,438.692770410466,595.65079739508
2016-07-11,23.7667328833333,76.5237569444444,0.762,1.54481111111111,219.084984722222,16.3055145833333,441.036609769449,605.263276011561
2016-07-12,23.1565427722222,90.8974930555556,35.56,1.36602847222222,183.282320833333,11.6700555555556,437.314460873584,466.120736539842
2016-07-13,23.6604757388889,87.2839375,5.08,1.73057430555556,176.134652777778,8.48394583333333,440.25903614888,373.894293821839
2016-07-14,25.0852387388889,78.8849930555556,0,1.69709375,183.840810416667,13.0769638888889,448.886157952013,536.614111988514
2016-07-15,25.0583594944444,74.4221458333333,0,2.45013611111111,210.680030555556,15.7600201388889,448.518549297782,589.344655221745
2016-07-16,23.5011613611111,84.9396875,0.254,1.57111041666667,219.52758125,10.6179298611111,439.447660127223,430.79768269921
2016-07-17,24.3604103222222,78.2575208333333,0,1.28277152777778,193.520317361111,15.7550611111111,444.765247700111,639.400283045977
2016-07-18,25.3930638055556,78.2967916666667,1.27,1.82350138888889,180.740459027778,12.1006295264624,450.71257822944,533.622640804598
2016-07-19,25.34131795,77.8975277777778,0,1.58859722222222,196.114173611111,15.1569666666667,450.375889688882,482.115347202296
2016-07-20,24.3797903777778,75.7577986111111,0,1.89956319444444,264.242452777778,17.7504826388889,444.860254289719,647.788924677188
2016-07-21,25.0520012055556,81.7848819444445,0,1.23489652777778,227.239040972222,16.9096895833333,449.126524397183,623.404209735147
2016-07-22,25.2120745111111,78.3857916666667,0,1.78606041666667,229.395209027778,16.6302368055556,449.828841767354,626.782811158798
2016-07-23,26.2095820388889,73.5100694444444,0,2.24829930555556,243.178825694444,17.1786020833333,455.868724433295,653.756968436155
2016-07-24,26.4932034055556,76.7696736111111,0,1.63760069444444,241.440336805556,16.4996402777778,457.730572780798,626.489246241947
2016-07-25,25.9429452797745,85.1083227625088,7.366,1.8733467230444,212.765267794221,13.394295278365,463.237908806326,516.164903901734
2016-07-26,26.6320235,80.8318055555556,10.16,1.83295555555556,202.234700694444,14.8946722222222,469.128426454506,600.17443202847
2016-07-27,24.5257291666667,89.9780972222222,7.874,1.54153055555556,201.866440277778,9.36492986111111,457.423923916875,408.008494646681
2016-07-28,25.7666944444444,84.8566041666667,27.178,1.78518194444444,179.020465277778,12.0420298611111,462.05728403963,533.940327182399
2016-07-29,24.4676875,80.8118402777778,0,1.79310972222222,194.571113194444,14.8167736111111,458.335794833701,506.16304832978
2016-07-30,24.9289027777778,84.5557152777778,7.366,1.4325625,206.356191666667,14.5984076388889,461.094979948949,548.875982231699
2016-07-31,24.9872158833333,85.3421458333333,22.352,1.45141111111111,185.363970138889,11.2907618055556,459.687061656648,466.914086463501
2016-08-01,24.7417708333333,86.7168472222222,3.048,1.47384791666667,183.69635,13.8061631944444,461.457126402408,528.040245376956
2016-08-02,24.547125,85.6488472222222,0.254,1.55231180555556,216.486365277778,11.2502298611111,457.536388888889,347.034386572438
2016-08-03,22.4276458333333,92.6645138888889,9.652,1.53108333333333,218.485072222222,5.09097222222222,448.628125,127.12744460127
2016-08-04,20.7286597222222,91.7675833333333,7.112,1.13482222222222,217.85575,7.83707083333333,442.134861111111,215.126198451795
2016-08-05,22.5915833333333,95.5388055555556,13.97,0.861865277777778,200.293115972222,7.84217569444444,445.515793753873,231.684333802817
2016-08-06,25.8052708333333,81.6997222222222,0,1.80870902777778,132.129038194444,14.3679631944444,457.340642788096,551.55766854725
2016-08-07,23.0081736111111,88.3335972222222,0,1.23218055555556,211.898898611111,8.74708611111111,448.715757961631,245.437058907026
2016-08-08,20.8153402777778,93.0140972222222,5.842,1.24979583333333,226.008861111111,4.8572,439.607083333333,130.693672027972
2016-08-09,21.2036319444444,96.36625,10.16,1.17000555555556,222.623159027778,7.14183194444444,439.304791666667,206.251254046446
2016-08-10,24.7522986111111,86.0105763888889,0.762,1.58238055555556,211.387256944444,15.2433395833333,449.73350812527,526.688389280677
2016-08-11,24.93512005,84.1752430555556,0,1.28074236111111,224.651484722222,15.4816756944444,454.42875,560.784296033994
2016-08-12,25.9199027777778,84.1462222222222,0,1.19339375,184.483311805556,14.8685125,460.825138888889,532.004717314488
2016-08-13,26.2312860611111,83.4264722222222,0,1.51826388888889,206.488900694444,14.7689347222222,462.254002543158,517.103345095272
2016-08-14,26.1427252944444,74.8421388888889,0,2.16786041666667,148.095622222222,11.9688402777778,464.118738144181,514.462357798165
2016-08-15,24.4283453055556,89.9741388888889,12.954,1.60232222222222,234.878006944444,7.91042986111111,456.871146819597,369.569798313422
2016-08-16,24.7374025222222,89.3299097222222,3.556,1.04756388888889,208.418848611111,11.2988041666667,457.753881318939,405.275556100982
2016-08-17,24.8196197277778,83.2851041666667,3.556,1.64192222222222,146.487154861111,9.25735763888889,456.82675852757,413.290391030133
2016-08-18,24.7236898166667,81.0645833333333,0,1.82256111111111,171.410057638889,9.43212638888889,454.080833333333,338.777542337299
2016-08-19,24.0595498944444,87.0776666666667,0.762,1.34024930555556,190.06826875,10.0904395833333,452.735763888889,312.292933705513
2016-08-20,24.5378888888889,85.2244791666667,0.762,1.38859097222222,196.386600694444,12.5689506944444,454.074097222222,404.936080139373
2016-08-21,23.9536407888889,81.9745277777778,1.27,2.13155277777778,155.245530555556,9.71131319444445,452.508402777778,347.368945263158
2016-08-22,20.5982255166667,75.0573958333333,0,1.9754,240.365304861111,16.78614375,443.645625,555.368424859551
2016-08-23,20.9457752277778,82.1763055555556,0,1.67792638888889,253.563457638889,14.8556479166667,440.982777777778,499.068006293706
2016-08-24,22.6801829055556,86.3908055555556,0,1.05086458333333,194.046717361111,12.9747145833333,445.308501339955,453.07647871598
2016-08-25,25.2994693055556,83.9583958333333,0,1.31354930555556,197.048310416667,12.48838125,457.241349413413,501.664453846154
2016-08-26,26.3395188888889,80.4742916666667,0,2.25442986111111,223.89085625,14.5244590277778,463.014676836798,523.301098394976
2016-08-27,26.3966439333333,79.6364930555556,0,1.57600763888889,213.444327083333,13.2563861111111,463.58877181676,462.339589385475
2016-08-28,24.7500830222222,72.9976597222222,0,1.28639375,219.737292361111,15.2597277777778,458.721883254349,515.145062020906
2016-08-29,24.81062015,81.5033541666667,0,1.46977291666667,247.874184722222,14.098225,457.105061419962,506.20394068388
2016-08-30,24.7985698333333,84.0944791666667,0,1.65338263888889,254.97243125,14.6976201388889,456.782813120728,490.205550663871
2016-08-31,24.5283445722222,87.2519097222222,7.874,1.48427083333333,195.72686875,11.2038284722222,455.553843995222,435.304142956764
2016-09-01,22.3505325,90.5220208333333,18.034,2.40079375,201.474979166667,7.49319236111111,446.456721610106,206.621377793296
2016-09-02,19.2669861111111,74.8419097222222,0,1.64092083333333,224.337084722222,7.32232569444444,436.415208333333,205.728154273801
2016-09-03,19.2004444444444,75.7974652777778,0,1.95313055555556,219.897234027778,15.3892444444444,433.042083333333,479.589256106071
2016-09-04,20.1404830722222,80.2539652777778,0,1.59394375,240.261053472222,14.5278986111111,436.49919795822,508.462948324022
2016-09-05,20.9091675111111,80.8044236111111,0,1.96397916666667,272.3791625,14.4882243055556,438.31662018575,492.573990928123
2016-09-06,23.6966619388889,70.7415833333333,0,3.03502638888889,232.690933333333,13.694675,444.34861595881,495.55424301676
2016-09-07,24.9156516944444,75.6154444444444,0,2.35110763888889,226.064173611111,12.3555875,451.482693552607,487.358792307692
2016-09-08,25.5695910277778,71.2566458333333,0,2.47375833333333,199.315784027778,12.3189159722222,454.82635087409,487.092010504202
2016-09-09,25.6918351277778,73.3560694444444,0,1.87492847222222,201.208498611111,10.4367805555556,454.041759762143,436.303500349406
2016-09-10,25.4297638222222,82.6224236111111,0,1.40209375,232.420894444444,8.43184305555556,453.857607872779,371.538043235704
2016-09-11,22.8014680888889,68.5023333333333,0,2.88896319444444,238.849025694444,13.3478465277778,443.014804792259,419.516506638714
2016-09-12,20.6140347222222,75.2762847222222,0,1.66740902777778,258.143577777778,13.1842486111111,437.222481967204,462.20323098395
2016-09-13,23.0058395055556,83.8683541666667,0,1.39626527777778,222.864254861111,13.0962631944444,442.137847222222,414.837748251748
2016-09-14,23.8763973388889,75.379875,0,2.07695972222222,214.487963888889,10.8054416666667,449.547635344744,440.544262753319
2016-09-15,21.5394154777778,77.3786111111111,0,2.00386875,240.431243055556,14.0598465277778,441.911736111111,440.409504542278
2016-09-16,20.2422477666667,88.9489583333333,0,1.11574236111111,211.332397916667,6.27124027777778,433.931180555556,164.863038888889
2016-09-17,21.3862246833333,85.3000277777778,0,1.31636388888889,206.107923611111,11.3045090277778,435.403472222222,324.643625869263
2016-09-18,22.0799829944444,86.9779305555556,0,1.46906458333333,222.530761805556,9.09867083333333,437.3175,339.040621338912
2016-09-19,22.0184844,89.257125,82.804,2.12270277777778,230.888027083333,10.8949145833333,439.367986111111,323.936290277778
2016-09-20,21.9918958333333,83.9514166666667,0,2.56049583333333,287.643684027778,12.9234430555556,437.919166666667,426.023596503496
2016-09-21,21.91191955,78.8880416666667,0,1.87954444444444,246.973738888889,9.41579236111111,436.972847222222,350.530325889742
2016-09-22,21.4649459944444,80.4236319444444,0,1.53149236111111,247.877140277778,9.20120555555556,433.106388888889,271.456231843575
2016-09-23,21.7434993055556,82.9551805555556,0,1.98270833333333,275.403613194444,12.5593416666667,436.704305555556,440.947068531469
2016-09-24,22.4166634777778,84.6485,0,1.97484305555556,240.908461805556,8.35345555555556,439.953470498481,366.784740223464
2016-09-25,20.1898442111111,90.645,0,1.45991736111111,206.9465,4.51962083333333,430.796180555556,126.671665972222
2016-09-26,19.5030068888889,99.8467361111111,11.938,1.51765,204.892243055556,2.85239930555556,423.852638888889,54.8778847222222
2016-09-27,21.3950677555556,90.8612986111111,11.43,1.2057625,165.356722916667,8.38184930555555,429.699583333333,321.552057880056
2016-09-28,20.3912264944444,90.2164722222222,49.53,1.60364305555556,203.806309027778,10.2978638888889,427.676693218799,329.259434329395
2016-09-29,20.1723669277778,95.0605555555556,53.34,1.41186458333333,204.820385416667,5.37200138888889,426.413125,151.589163194444
2016-09-30,19.5281963888889,95.2294444444444,29.464,1.69533055555556,211.6504,7.30151527777778,422.920069444444,180.306069541029
2016-10-01,18.4858680555556,88.2663819444444,0,1.02828819444444,224.491218055556,10.566475,419.835833333333,272.149466945024
2016-10-02,17.6902847222222,87.4030625,0,1.46463541666667,261.401717361111,9.27216666666667,417.480555555556,320.638149337055
2016-10-03,18.2921822888889,81.9608888888889,0,1.69207847222222,193.230745138889,11.4980104166667,417.587504241041,385.201216329379
2016-10-04,18.3804590277778,75.5879027777778,0,1.39699652777778,186.528163888889,11.6789583333333,419.157638888889,367.056028591353
2016-10-05,16.5975556833333,82.9289930555556,0,1.22584166666667,197.814729166667,8.11881319444444,412.526388888889,264.97070083682
2016-10-06,15.4112291666667,86.5084375,0,1.37213055555556,239.198979166667,13.4676486111111,408.410138888889,337.251840559441
2016-10-07,17.5592991944444,97.6597916666667,75.692,1.52276597222222,224.123615277778,2.98166319444444,412.405486111111,53.4247125
2016-10-08,17.8933917222222,91.9086319444445,17.78,4.28840763888889,280.581384027778,2.39670902777778,411.985208333333,33.1425222222222
2016-10-09,14.8506908888889,53.7578472222222,0,7.0267125,264.888734027778,13.3251923611111,400.082638888889,392.472146853147
2016-10-10,12.3022541666667,70.9607152777778,0,2.69534236111111,253.443490277778,13.6987993055556,392.964583333333,388.273463960812
2016-10-11,11.2526747511111,81.1886805555555,0,1.72813819444444,247.957891666667,11.0969673611111,388.239097222222,352.125121233357
2016-10-12,12.4940725388889,85.0866388888889,0,1.66013680555556,249.013379861111,12.3897895833333,388.14869567459,375.550942617215
2016-10-13,15.9718127111111,74.4530972222222,0,2.62880763888889,178.665767361111,9.65832222222222,395.894375,283.351381818182
2016-10-14,13.0963054785479,84.4767766776678,0,1.6843300330033,226.172787678768,8.67371947194719,389.582838283828,271.414991140642
2016-10-15,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-16,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-17,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-18,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-19,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-20,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-21,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-22,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-23,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-24,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-25,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-26,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-27,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-28,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-29,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-30,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-31,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-02,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-03,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-04,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-05,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-06,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-07,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-08,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-09,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-10,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-11,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-12,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-13,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-14,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-15,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-16,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-17,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-18,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-19,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-20,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-21,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-22,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-23,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-24,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-25,NA,NA,NA,NA,NA,NA,NA,NA
