"Date","daily_WVWA_Flow_cms","daily_VT_Flow_cms","Flow_cms"
2014-05-05,0.0926957866980175,NA,0.0926957866980175
2014-05-06,0.0943125068448838,NA,0.0943125068448838
2014-05-07,0.0954584109493834,NA,0.0954584109493834
2014-05-08,0.0963211472178552,NA,0.0963211472178552
2014-05-09,0.0962398041518217,NA,0.0962398041518217
2014-05-10,0.0954204428946703,NA,0.0954204428946703
2014-05-11,0.0944603316431343,NA,0.0944603316431343
2014-05-12,0.0948296740351929,NA,0.0948296740351929
2014-05-13,0.0959370668191073,NA,0.0959370668191073
2014-05-14,0.0941190859508727,NA,0.0941190859508727
2014-05-15,0.107583632964616,NA,0.107583632964616
2014-05-16,0.109170641958607,NA,0.109170641958607
2014-05-17,0.0993163307746273,NA,0.0993163307746273
2014-05-18,0.0969931707433267,NA,0.0969931707433267
2014-05-19,0.0959793518121853,NA,0.0959793518121853
2014-05-20,0.0955312409211185,NA,0.0955312409211185
2014-05-21,0.0966656917782998,NA,0.0966656917782998
2014-05-22,0.0960244825886252,NA,0.0960244825886252
2014-05-23,0.09457273719782,NA,0.09457273719782
2014-05-24,0.0940214486902301,NA,0.0940214486902301
2014-05-25,0.0939752793174558,NA,0.0939752793174558
2014-05-26,0.0954304705627502,NA,0.0954304705627502
2014-05-27,0.0985876361957133,NA,0.0985876361957133
2014-05-28,0.10001713044818,NA,0.10001713044818
2014-05-29,0.0987827183285382,NA,0.0987827183285382
2014-05-30,0.0992090968221412,NA,0.0992090968221412
2014-05-31,0.0994753562977002,NA,0.0994753562977002
2014-06-01,0.0980332174968182,NA,0.0980332174968182
2014-06-02,0.0994863108708914,NA,0.0994863108708914
2014-06-03,0.0999876658889865,NA,0.0999876658889865
2014-06-04,0.102569440102488,NA,0.102569440102488
2014-06-05,0.101206421149249,NA,0.101206421149249
2014-06-06,0.0990136624752493,NA,0.0990136624752493
2014-06-07,0.0974936580921201,NA,0.0974936580921201
2014-06-08,0.0970262245198155,NA,0.0970262245198155
2014-06-09,0.0967619255364423,NA,0.0967619255364423
2014-06-10,0.0975972024706428,NA,0.0975972024706428
2014-06-11,0.101039351915736,NA,0.101039351915736
2014-06-12,0.100151593014602,NA,0.100151593014602
2014-06-13,0.0977613840059172,NA,0.0977613840059172
2014-06-14,0.0973412706020197,NA,0.0973412706020197
2014-06-15,0.0949178687864978,NA,0.0949178687864978
2014-06-16,0.0956266297942159,NA,0.0956266297942159
2014-06-17,0.0969981886902026,NA,0.0969981886902026
2014-06-18,0.0971524238368682,NA,0.0971524238368682
2014-06-19,0.0966575855743609,NA,0.0966575855743609
2014-06-20,0.0971287166958123,NA,0.0971287166958123
2014-06-21,0.0966761342491038,NA,0.0966761342491038
2014-06-22,0.0934034058533575,NA,0.0934034058533575
2014-06-23,0.0916347747657748,NA,0.0916347747657748
2014-06-24,0.0940565432445913,NA,0.0940565432445913
2014-06-25,0.0964369732757915,NA,0.0964369732757915
2014-06-26,0.0962883723969197,NA,0.0962883723969197
2014-06-27,0.0962271804926911,NA,0.0962271804926911
2014-06-28,0.0966497462228007,NA,0.0966497462228007
2014-06-29,0.0965437736993898,NA,0.0965437736993898
2014-06-30,0.0965202814666654,NA,0.0965202814666654
2014-07-01,0.0966740986953195,NA,0.0966740986953195
2014-07-02,0.0976899377509092,NA,0.0976899377509092
2014-07-03,0.112178954978762,NA,0.112178954978762
2014-07-04,0.101822754809142,NA,0.101822754809142
2014-07-05,0.0979282368046488,NA,0.0979282368046488
2014-07-06,0.0967049090702384,NA,0.0967049090702384
2014-07-07,0.0970740840541477,NA,0.0970740840541477
2014-07-08,0.0969657419388607,NA,0.0969657419388607
2014-07-09,0.0979145146287323,NA,0.0979145146287323
2014-07-10,0.0973208406294961,NA,0.0973208406294961
2014-07-11,0.0976269173053501,NA,0.0976269173053501
2014-07-12,0.096126311871645,NA,0.096126311871645
2014-07-13,0.0958380531920604,NA,0.0958380531920604
2014-07-14,0.0959833015022117,NA,0.0959833015022117
2014-07-15,0.0961590183789994,NA,0.0961590183789994
2014-07-16,0.0944207566842058,NA,0.0944207566842058
2014-07-17,0.094164890418272,NA,0.094164890418272
2014-07-18,0.0927266807292463,NA,0.0927266807292463
2014-07-19,0.0928131333117858,NA,0.0928131333117858
2014-07-20,0.0935994618245439,NA,0.0935994618245439
2014-07-21,0.0938932357852772,NA,0.0938932357852772
2014-07-22,0.0901772256393358,NA,0.0901772256393358
2014-07-23,0.0879695976249528,NA,0.0879695976249528
2014-07-24,0.0932122583013942,NA,0.0932122583013942
2014-07-25,0.0987366751423212,NA,0.0987366751423212
2014-07-26,0.0890811936085103,NA,0.0890811936085103
2014-07-27,0.0886710843697107,NA,0.0886710843697107
2014-07-28,0.0876440651887801,NA,0.0876440651887801
2014-07-29,0.0870111075919536,NA,0.0870111075919536
2014-07-30,0.0871752820246486,NA,0.0871752820246486
2014-07-31,0.0875965745151643,NA,0.0875965745151643
2014-08-01,0.0886791708230946,NA,0.0886791708230946
2014-08-02,0.0882326991159491,NA,0.0882326991159491
2014-08-03,0.0881955282503688,NA,0.0881955282503688
2014-08-04,0.0869967119103992,NA,0.0869967119103992
2014-08-05,0.0869834366662233,NA,0.0869834366662233
2014-08-06,0.0871309292363224,NA,0.0871309292363224
2014-08-07,0.0866167324096249,NA,0.0866167324096249
2014-08-08,0.0872714637481209,NA,0.0872714637481209
2014-08-09,0.0983347152849249,NA,0.0983347152849249
2014-08-10,0.093182232415466,NA,0.093182232415466
2014-08-11,0.0993047519999292,NA,0.0993047519999292
2014-08-12,0.119197129673529,NA,0.119197129673529
2014-08-13,0.0983810697768036,NA,0.0983810697768036
2014-08-14,0.091817244646302,NA,0.091817244646302
2014-08-15,0.0909544014107205,NA,0.0909544014107205
2014-08-16,0.0902788363187982,NA,0.0902788363187982
2014-08-17,0.0906005127588714,NA,0.0906005127588714
2014-08-18,0.091525806299636,NA,0.091525806299636
2014-08-19,0.0904063069217558,NA,0.0904063069217558
2014-08-20,0.0876354660381054,NA,0.0876354660381054
2014-08-21,0.0871032469585805,NA,0.0871032469585805
2014-08-22,0.0840169085720334,NA,0.0840169085720334
2014-08-23,0.0786441094657868,NA,0.0786441094657868
2014-08-24,0.101394985251855,NA,0.101394985251855
2014-08-25,0.0918937808754357,NA,0.0918937808754357
2014-08-26,0.0875584667595886,NA,0.0875584667595886
2014-08-27,0.0849790893435679,NA,0.0849790893435679
2014-08-28,0.0762241341457557,NA,0.0762241341457557
2014-08-29,0.0533901645485587,NA,0.0533901645485587
2014-08-30,0.0503805377652543,NA,0.0503805377652543
2014-08-31,0.0477217227253755,NA,0.0477217227253755
2014-09-01,0.0452308874016005,NA,0.0452308874016005
2014-09-02,0.0447584547321914,NA,0.0447584547321914
2014-09-03,0.0463273082143238,NA,0.0463273082143238
2014-09-04,0.0472068483043904,NA,0.0472068483043904
2014-09-05,0.0469703957134214,NA,0.0469703957134214
2014-09-06,0.0472469275173979,NA,0.0472469275173979
2014-09-07,0.0471048369454203,NA,0.0471048369454203
2014-09-08,0.0458634708314704,NA,0.0458634708314704
2014-09-09,0.045057507722805,NA,0.045057507722805
2014-09-10,0.0441432768507856,NA,0.0441432768507856
2014-09-11,0.0438257868783415,NA,0.0438257868783415
2014-09-12,0.0447054303270487,NA,0.0447054303270487
2014-09-13,0.0450713041396184,NA,0.0450713041396184
2014-09-14,0.0416715356316158,NA,0.0416715356316158
2014-09-15,0.0415554157020126,NA,0.0415554157020126
2014-09-16,0.0404496502819258,NA,0.0404496502819258
2014-09-17,0.0389315479035142,NA,0.0389315479035142
2014-09-18,0.0356146386182805,NA,0.0356146386182805
2014-09-19,0.034791425617656,NA,0.034791425617656
2014-09-20,0.0336257165856927,NA,0.0336257165856927
2014-09-21,0.0315475979832204,NA,0.0315475979832204
2014-09-22,0.0284912771498036,NA,0.0284912771498036
2014-09-23,0.026886894223838,NA,0.026886894223838
2014-09-24,0.0266508642607551,NA,0.0266508642607551
2014-09-25,0.025991491830401,NA,0.025991491830401
2014-09-26,0.0251616399716361,NA,0.0251616399716361
2014-09-27,0.0247348831086168,NA,0.0247348831086168
2014-09-28,0.023891045957909,NA,0.023891045957909
2014-09-29,0.0237231089974947,NA,0.0237231089974947
2014-09-30,0.0240795543927899,NA,0.0240795543927899
2014-10-01,0.0231282502912569,NA,0.0231282502912569
2014-10-02,0.0227211538505915,NA,0.0227211538505915
2014-10-03,0.0231281347731152,NA,0.0231281347731152
2014-10-04,0.0229127835266602,NA,0.0229127835266602
2014-10-05,0.0216619056179586,NA,0.0216619056179586
2014-10-06,0.0209195928696884,NA,0.0209195928696884
2014-10-07,0.0243486296154178,NA,0.0243486296154178
2014-10-08,0.0285756948315547,NA,0.0285756948315547
2014-10-09,0.0256056077406418,NA,0.0256056077406418
2014-10-10,0.0247277746955109,NA,0.0247277746955109
